Machine,Language,Algorithm,Options,Executable_used,Input_name,Input_size,Execution_time
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,10-2.in,10,0.0
urubu,D,sort,O2,d/sortgdcO2,10-2.in,10,0.0
urubu,CPP,STL,O0,cpp/stl_sortO0,1000000-4.in,1000000,410.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10000000-1.in,10000000,973.0
urubu,Python,quicksort,,python/quicksort.py,1000-3.in,1000,3.0
urubu,D,sort,O0,d/sortgdcO0,1000-3.in,1000,0.0
urubu,CPP,STL,O1,cpp/stl_sortO1,10000000-1.in,10000000,930.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000-2.in,1000,0.0
urubu,CPP,STL,O2,cpp/stl_sortO2,1000-5.in,1000,0.0
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,1000-5.in,1000,0.0
urubu,D,sort,O1,d/sortgdcO1,10000-2.in,10000,0.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000000-2.in,1000000,82.0
urubu,Python,quicksort,,python/quicksort.py,100000-2.in,100000,518.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100000-4.in,100000,11.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-5.in,10000,2.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100000-1.in,100000,10.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000-2.in,1000,0.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,1000-4.in,1000,0.0
urubu,D,sort,O2,d/sortgdcO2,10-1.in,10,0.0
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100-4.in,100,0.0
urubu,CPP,STL,O1,cpp/stl_sortO1,10000-5.in,10000,1.0
urubu,D,sort,O1,d/sortgdcO1,100-3.in,100,0.0
urubu,CPP,STL,O3,cpp/stl_sortO3,10000-3.in,10000,1.0
urubu,CPP,STL,O2,cpp/stl_sortO2,1000000-4.in,1000000,74.0
urubu,Python,sort,,python/sort.py,10000-1.in,10000,4.0
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100-3.in,100,0.0
urubu,D,sort,O1,d/sortgdcO1,100-2.in,100,0.0
urubu,CPP,STL,O2,cpp/stl_sortO2,10000-1.in,10000,1.0
urubu,Python,sort,,python/sort.py,10000-3.in,10000,2.0
urubu,CPP,STL,O1,cpp/stl_sortO1,10000-2.in,10000,1.0
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,100000-3.in,100000,9.0
urubu,D,sort,O0,d/sortgdcO0,10-5.in,10,0.0
urubu,CPP,STL,O2,cpp/stl_sortO2,10000-2.in,10000,1.0
urubu,D,sort,O2,d/sortgdcO2,100-5.in,100,0.0
