Machine,Language,Algorithm,Options,Executable_used,Input_name,Input_size,Execution_time
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,100-1.in,100,0.0016482779999478225
urubu,Python,sort,,python/sort.py,1000-2.in,1000,0.019243592000009357
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,10000000-3.in,10000000,5.893396625000037
urubu,D,sort,O1,d/sortgdcO1,1000000-2.in,1000000,0.6538068250000038
urubu,D,sort,O3,d/sortgdcO3,100-3.in,100,0.0024849940000422066
urubu,D,sort,O0,d/sortgdcO0,10000-4.in,10000,0.009407822000014221
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,100-2.in,100,0.0016526310000131161
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,10000-2.in,10000,0.008579478000001473
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,1000-5.in,1000,0.0019577239999648555
urubu,CPP,STL,O0,cpp/stl_sortO0,10000-4.in,10000,0.010737265999978263
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,10-3.in,10,0.0011861460000091029
urubu,D,sort,O0,d/sortgdcO0,100-1.in,100,0.00145721000001231
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,1000000-2.in,1000000,0.8950984310000081
urubu,Python,sort,,python/sort.py,10000-4.in,10000,0.039073865999966984
urubu,CPP,STL,O0,cpp/stl_sortO0,1000000-4.in,1000000,0.8665677009999513
urubu,D,sort,O1,d/sortgdcO1,10000-5.in,10000,0.011960801999975956
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-2.in,10000,0.008924801999967258
urubu,CPP,STL,O2,cpp/stl_sortO2,1000000-5.in,1000000,0.6184508219999998
urubu,CPP,STL,O0,cpp/stl_sortO0,100000-4.in,100000,0.1330562699999973
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100000-3.in,100000,0.12917150999999194
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100000-5.in,100000,0.10129221500000085
urubu,Python,sort,,python/sort.py,100-4.in,100,0.024230140000042866
urubu,CPP,STL,O0,cpp/stl_sortO0,1000000-2.in,1000000,0.9698338889999718
urubu,CPP,STL,O1,cpp/stl_sortO1,100-4.in,100,0.001915042000007361
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-5.in,10000,0.01464097299998457
urubu,D,sort,O0,d/sortgdcO0,100000-2.in,100000,0.1071020859999976
urubu,D,sort,O3,d/sortgdcO3,1000000-5.in,1000000,0.6410321239999917
urubu,CPP,STL,O1,cpp/stl_sortO1,1000-2.in,1000,0.003138137000007646
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,100000-5.in,100000,0.10348442100001876
urubu,Python,quicksort,,python/quicksort.py,10000000-2.in,10000000,82.925325036
urubu,CPP,STL,O3,cpp/stl_sortO3,10-3.in,10,0.0026819830000022193
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100-4.in,100,0.0017976849999854494
urubu,D,sort,O3,d/sortgdcO3,100000-2.in,100000,0.08430290400002605
urubu,CPP,STL,O3,cpp/stl_sortO3,1000-5.in,1000,0.002610059000005549
urubu,D,sort,O1,d/sortgdcO1,1000000-4.in,1000000,0.6233522129999756
urubu,D,sort,O2,d/sortgdcO2,1000000-4.in,1000000,0.5937944429999789
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,10000000-5.in,10000000,5.6195280000000025
urubu,D,sort,O1,d/sortgdcO1,100-3.in,100,0.0015650950000463126
urubu,D,sort,O0,d/sortgdcO0,10-3.in,10,0.0021754740000119455
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100-1.in,100,0.0023346300000071096
urubu,CPP,STL,O3,cpp/stl_sortO3,10-5.in,10,0.0021598110000127235
urubu,D,sort,O3,d/sortgdcO3,10000000-4.in,10000000,5.743917879000037
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000-2.in,1000,0.002503060000037749
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000-1.in,1000,0.003980108000007476
urubu,D,sort,O3,d/sortgdcO3,100-4.in,100,0.0027605890000472755
urubu,D,sort,O3,d/sortgdcO3,10-1.in,10,0.0025414749999868036
urubu,D,sort,O3,d/sortgdcO3,1000000-2.in,1000000,0.5333238329999972
urubu,CPP,STL,O3,cpp/stl_sortO3,1000000-3.in,1000000,0.5545315420000065
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000000-2.in,1000000,0.7227406979999955
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-4.in,10000,0.011130715000035707
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,1000-3.in,1000,0.0018653190000463837
urubu,CPP,STL,O2,cpp/stl_sortO2,1000000-4.in,1000000,0.5384876200000122
urubu,Python,quicksort,,python/quicksort.py,1000-1.in,1000,0.04663269399998171
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,1000000-2.in,1000000,0.948834775000023
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,10-4.in,10,0.0015263050000271505
urubu,D,sort,O0,d/sortgdcO0,100-3.in,100,0.0020571890000269377
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,10000000-1.in,10000000,11.824485833999972
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000000-1.in,1000000,0.6769736950000151
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,1000000-4.in,1000000,0.7159424139999828
urubu,CPP,STL,O2,cpp/stl_sortO2,100-3.in,100,0.0018800879999503195
urubu,D,sort,O3,d/sortgdcO3,10000-3.in,10000,0.007014532000027884
urubu,CPP,STL,O1,cpp/stl_sortO1,10-5.in,10,0.0023109329999897454
urubu,D,sort,O3,d/sortgdcO3,100000-1.in,100000,0.055479200999968725
urubu,Python,sort,,python/sort.py,1000-4.in,1000,0.019587470999965717
urubu,D,sort,O0,d/sortgdcO0,10000-2.in,10000,0.011199399000020094
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,1000-3.in,1000,0.0038421450000214463
urubu,Python,quicksort,,python/quicksort.py,1000-4.in,1000,0.023665474999972957
urubu,Python,sort,,python/sort.py,10-3.in,10,0.022913245999973242
urubu,CPP,STL,O1,cpp/stl_sortO1,100-3.in,100,0.001731957999993483
urubu,CPP,STL,O1,cpp/stl_sortO1,100000-4.in,100000,0.06543800900004726
urubu,D,sort,O2,d/sortgdcO2,100000-3.in,100000,0.055360561999975744
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10-2.in,10,0.001626608000037777
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,1000-3.in,1000,0.001681103000009898
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100000-3.in,100000,0.07234975899996243
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,10-1.in,10,0.0010645400000157679
urubu,D,sort,O2,d/sortgdcO2,1000000-1.in,1000000,0.5810965090000195
urubu,CPP,STL,O0,cpp/stl_sortO0,10000-1.in,10000,0.017133283000021038
urubu,CPP,STL,O2,cpp/stl_sortO2,1000-5.in,1000,0.004332474999955593
urubu,D,sort,O0,d/sortgdcO0,1000-2.in,1000,0.003457891000039126
urubu,CPP,STL,O0,cpp/stl_sortO0,10000000-4.in,10000000,9.294582214000002
urubu,D,sort,O1,d/sortgdcO1,100-4.in,100,0.0014254739999728372
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,100000-5.in,100000,0.08406437499996855
urubu,CPP,STL,O1,cpp/stl_sortO1,1000-3.in,1000,0.0033527939999657974
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,10-4.in,10,0.0018180469999720117
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,10000000-3.in,10000000,8.094984165000028
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,10000000-5.in,10000000,8.02302054300003
urubu,CPP,STL,O0,cpp/stl_sortO0,10000-5.in,10000,0.015753711999991538
urubu,CPP,STL,O1,cpp/stl_sortO1,1000000-4.in,1000000,0.5594839260000413
urubu,CPP,STL,O1,cpp/stl_sortO1,10000-5.in,10000,0.0071756730000061
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000000-5.in,10000000,5.8540763689999835
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100-4.in,100,0.001829602000043451
urubu,CPP,STL,O0,cpp/stl_sortO0,100000-5.in,100000,0.08341519900000094
urubu,CPP,STL,O1,cpp/stl_sortO1,1000000-2.in,1000000,0.5435447140000065
urubu,CPP,STL,O2,cpp/stl_sortO2,100000-5.in,100000,0.05672463399997696
urubu,Python,sort,,python/sort.py,100000-3.in,100000,0.13244226900002332
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10000000-4.in,10000000,5.663763197000037
urubu,D,sort,O1,d/sortgdcO1,10000000-3.in,10000000,5.827071836999949
urubu,CPP,STL,O3,cpp/stl_sortO3,100-3.in,100,0.0025145179999981337
urubu,Python,sort,,python/sort.py,1000000-2.in,1000000,1.3906454880000183
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000000-4.in,1000000,0.6446343869999964
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100-3.in,100,0.0019436889999724372
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,1000-2.in,1000,0.002577408999968611
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000000-2.in,10000000,5.84312170100003
urubu,Python,quicksort,,python/quicksort.py,10-2.in,10,0.0318922280000038
urubu,Python,quicksort,,python/quicksort.py,10000000-1.in,10000000,80.521134674
urubu,CPP,STL,O3,cpp/stl_sortO3,1000000-1.in,1000000,0.5967322750000221
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,100-5.in,100,0.003029797000067447
urubu,CPP,STL,O3,cpp/stl_sortO3,10-4.in,10,0.0031041980000736658
urubu,CPP,STL,O1,cpp/stl_sortO1,10000-4.in,10000,0.012678562000019156
urubu,CPP,STL,O1,cpp/stl_sortO1,1000-4.in,1000,0.003916764999985389
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,1000000-5.in,1000000,0.8456266059999962
urubu,D,sort,O0,d/sortgdcO0,10000-3.in,10000,0.009136613000009675
urubu,Python,quicksort,,python/quicksort.py,10000-3.in,10000,0.09746587899996939
urubu,Python,quicksort,,python/quicksort.py,1000000-5.in,1000000,6.5047043710000025
urubu,D,sort,O3,d/sortgdcO3,10000-5.in,10000,0.015943584999945415
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,10000000-2.in,10000000,11.839347676999978
urubu,Python,quicksort,,python/quicksort.py,10000000-5.in,10000000,78.69418354799996
urubu,CPP,STL,O2,cpp/stl_sortO2,100-2.in,100,0.0030293690000462448
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,10000000-4.in,10000000,8.974723038999969
urubu,Python,sort,,python/sort.py,100000-1.in,100000,0.13632794599993758
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100000-1.in,100000,0.11532154999997601
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,1000-3.in,1000,0.002309546000105911
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,100000-1.in,100000,0.07050921400002608
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10-1.in,10,0.0018553529999962848
urubu,CPP,STL,O2,cpp/stl_sortO2,1000000-3.in,1000000,0.5356889870000714
urubu,CPP,STL,O1,cpp/stl_sortO1,10000000-1.in,10000000,5.726309887999946
urubu,CPP,STL,O2,cpp/stl_sortO2,10000000-5.in,10000000,5.462366546999988
urubu,D,sort,O3,d/sortgdcO3,1000-2.in,1000,0.00437018699994951
urubu,D,sort,O2,d/sortgdcO2,1000-2.in,1000,0.002274501999977474
urubu,Python,sort,,python/sort.py,1000-5.in,1000,0.019626196999979584
urubu,D,sort,O3,d/sortgdcO3,1000000-3.in,1000000,0.5311112589999993
urubu,D,sort,O3,d/sortgdcO3,10000000-5.in,10000000,5.457992890000014
urubu,D,sort,O2,d/sortgdcO2,10000-5.in,10000,0.0191474369999014
urubu,CPP,STL,O0,cpp/stl_sortO0,100-1.in,100,0.0026489630000696707
urubu,CPP,STL,O0,cpp/stl_sortO0,10000000-3.in,10000000,9.244102892
urubu,D,sort,O2,d/sortgdcO2,10000000-5.in,10000000,5.660560093999948
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-3.in,10000,0.0096392929999638
urubu,Python,quicksort,,python/quicksort.py,100000-4.in,100000,0.5703760640000155
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,1000000-3.in,1000000,0.5514794360000224
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000-4.in,1000,0.0020535569999537984
urubu,CPP,STL,O3,cpp/stl_sortO3,1000-3.in,1000,0.0038010490000033315
urubu,CPP,STL,O3,cpp/stl_sortO3,1000-1.in,1000,0.004591323999989072
urubu,CPP,STL,O3,cpp/stl_sortO3,100-2.in,100,0.002989831000036247
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,1000-2.in,1000,0.004138138000030267
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,100000-2.in,100000,0.11846864799997547
urubu,D,sort,O1,d/sortgdcO1,1000000-5.in,1000000,0.5775453400000288
urubu,Python,sort,,python/sort.py,10000-5.in,10000,0.05687997700010783
urubu,D,sort,O3,d/sortgdcO3,1000-3.in,1000,0.0033147649999136775
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,1000000-3.in,1000000,0.7344106389999752
urubu,D,sort,O2,d/sortgdcO2,10000000-3.in,10000000,5.376039151999976
urubu,CPP,STL,O2,cpp/stl_sortO2,100000-4.in,100000,0.05575770300004024
urubu,Python,quicksort,,python/quicksort.py,10000000-4.in,10000000,81.77817335300006
urubu,D,sort,O0,d/sortgdcO0,10000-5.in,10000,0.02302970699997786
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,1000-4.in,1000,0.00432695999995758
urubu,D,sort,O2,d/sortgdcO2,100-2.in,100,0.002717824000001201
urubu,CPP,STL,O1,cpp/stl_sortO1,1000000-5.in,1000000,0.5489489569999932
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,10-2.in,10,0.0018082970000250498
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000-1.in,10000,0.0074485420000200975
urubu,CPP,STL,O0,cpp/stl_sortO0,1000000-1.in,1000000,0.8674374499998976
urubu,D,sort,O0,d/sortgdcO0,1000000-4.in,1000000,0.8244287699999404
urubu,CPP,STL,O0,cpp/stl_sortO0,10-4.in,10,0.001502657000060026
urubu,D,sort,O2,d/sortgdcO2,10-4.in,10,0.0013104519999842523
urubu,OCaml,merge_sort,,ocaml/merge_sort.native,100-2.in,100,0.0010401800000181538
urubu,D,sort,O2,d/sortgdcO2,10000000-4.in,10000000,5.433309324999982
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,100000-4.in,100000,0.07966489900002216
urubu,OCaml,heap_sort,,ocaml/heap_sort.native,100000-5.in,100000,0.10446368500004155
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,1000-2.in,1000,0.004606919999901038
urubu,Python,quicksort,,python/quicksort.py,10000-4.in,10000,0.1117279850000159
urubu,CPP,STL,O1,cpp/stl_sortO1,100-1.in,100,0.0024919119999822215
urubu,CPP,STL,O1,cpp/stl_sortO1,10000-1.in,10000,0.01169278400004714
urubu,CPP,STL,O2,cpp/stl_sortO2,100000-2.in,100000,0.0828995900000109
urubu,CPP,stupid_quicksort,O1,cpp/stupid_quicksortO1,10000000-3.in,10000000,5.793771140999979
urubu,D,sort,O2,d/sortgdcO2,100-5.in,100,0.003002864999984922
urubu,CPP,STL,O3,cpp/stl_sortO3,10000000-1.in,10000000,5.477324852000038
urubu,CPP,stupid_quicksort,O2,cpp/stupid_quicksortO2,100-5.in,100,0.002794199999925695
urubu,CPP,STL,O0,cpp/stl_sortO0,10-2.in,10,0.0019469019999860393
urubu,CPP,stupid_quicksort,O0,cpp/stupid_quicksortO0,100000-3.in,100000,0.08123250300002383
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,1000000-5.in,1000000,0.5471565850000388
urubu,D,sort,O1,d/sortgdcO1,100000-3.in,100000,0.08890071700000135
urubu,D,sort,O3,d/sortgdcO3,10-2.in,10,0.0016491800000721923
urubu,D,sort,O3,d/sortgdcO3,10-3.in,10,0.0022918019999451644
urubu,CPP,stupid_quicksort,O3,cpp/stupid_quicksortO3,10000000-2.in,10000000,5.583802935000108
urubu,Python,sort,,python/sort.py,1000000-3.in,1000000,1.4615336649999335
